point_transaction_id,point_date_key,created_date,modified_date,wf_key,point_allocation_id,campaign_membership_id,campaign_membership_pledge_id,point_created_date,point_modified_date,point_settled_date,point_voided_date,point_order_id,point_status,point_action,point_amount,user_id,groupon_account_id,user_uuid,category
"315,518,275","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,616,801",[NULL],[NULL],2020-05-20 00:25:02,2020-05-20 00:25:02,[NULL],[NULL],[NULL],held,authorization,-820.9500,"6,121,405","2,413,991",e4b473c6-ecbb-11e1-912d-0025906125b0,refund
"315,522,885","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,605,481",[NULL],[NULL],2020-05-20 01:45:20,2020-05-20 01:45:20,[NULL],[NULL],[NULL],held,authorization,-7.1800,"103,350,224","54,143,208",928a9a10-2890-11e2-8ce8-00259069d5fe,external_gift_card
"315,529,409","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,620,813",[NULL],[NULL],2020-05-20 04:02:16,2020-05-20 04:02:16,[NULL],[NULL],[NULL],held,reverse_authorization,10.0000,"59,414,649","39,447,068",ec01474a-f3db-11e1-a672-0025906127e4,refund
"315,526,885","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520",[NULL],[NULL],[NULL],2020-05-20 03:10:26,2020-05-20 03:10:26,[NULL],[NULL],[NULL],settled,issuance,499.0000,"182,317,228","113,045,745",1b9faf20-ed73-11e5-9dbb-002590980808,refund
"315,525,619","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520",[NULL],[NULL],[NULL],2020-05-20 02:39:20,2020-05-20 02:39:20,[NULL],[NULL],[NULL],settled,issuance,68.0000,"52,829,735","24,490,104",771d156c-24d7-11e2-8854-00259069d5fe,refund
"315,526,109","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","99,183,053",[NULL],[NULL],2020-05-20 02:52:00,2020-05-20 02:52:00,[NULL],[NULL],[NULL],held,reverse_authorization,5.0000,"114,243,465","65,542,509",4fd91210-5215-11e2-9acd-0025906704a2,cs
"315,526,431","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,175,021",[NULL],[NULL],2020-05-20 03:00:30,2020-05-20 03:00:30,[NULL],[NULL],[NULL],settled,capture,-7.5000,"121,948,941","64,537,235",62c68ee4-bea7-11e2-b3ca-002590c12ad2,refund
"315,519,781","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,618,233",[NULL],[NULL],2020-05-20 00:53:04,2020-05-20 00:53:04,[NULL],[NULL],[NULL],held,reverse_authorization,69.3800,"539,161,593","333,012,089",95df4738-2820-11e9-9b64-0242ac110002,refund
"315,520,315","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,331,821",[NULL],[NULL],2020-05-20 01:04:27,2020-05-20 01:04:27,[NULL],[NULL],[NULL],held,reverse_authorization,16.0400,"125,163,434","56,596,442",e4e6a20c-e980-11e2-b054-00259066fe02,refund
"315,531,573","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,597,035",[NULL],[NULL],2020-05-20 04:58:02,2020-05-20 04:58:02,[NULL],[NULL],[NULL],settled,capture,-4.2100,"75,136,622","32,941,169",56d20494-26d9-11e2-8757-00259069d5fe,refund
"315,529,033","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,062,363",[NULL],[NULL],2020-05-20 03:53:04,2020-05-20 03:53:04,[NULL],[NULL],[NULL],settled,capture,-97.8900,"513,482,047","314,584,141",ca14ebf0-889a-11e8-8c95-5254137d81ce,exchange
"315,527,039","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,483,859",[NULL],[NULL],2020-05-20 03:11:15,2020-05-20 03:11:15,[NULL],[NULL],[NULL],held,reverse_authorization,5.0000,"164,221,006","83,850,531",18e935c0-201f-11e5-87e7-002590980910,cs
"315,519,621","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,411,955",[NULL],[NULL],2020-05-20 00:51:49,2020-05-20 00:51:49,[NULL],[NULL],[NULL],held,reverse_authorization,57.3800,"114,387,688","54,539,409",7d83cec2-552f-11e2-a26d-0025906047f4,refund
"315,516,849","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,583,357",[NULL],[NULL],2020-05-20 00:00:23,2020-05-20 00:00:23,[NULL],[NULL],[NULL],settled,capture,-28.3000,"528,461,527","324,896,853",363f8a40-e04a-11e8-8d8e-0242ac110002,external_gift_card
"315,518,401","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,260,085",[NULL],[NULL],2020-05-20 00:28:51,2020-05-20 00:28:51,[NULL],[NULL],[NULL],held,authorization,-45.0000,"194,586,791","298,553,045",8edf9250-685e-11e6-b0b3-002590980808,refund
"315,526,069","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520",[NULL],[NULL],[NULL],2020-05-20 02:50:26,2020-05-20 02:50:26,[NULL],[NULL],[NULL],settled,issuance,10.9600,"137,165,904","65,268,240",11be3a1e-8e19-11e3-9be4-00259096a42a,refund
"315,523,989","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,400,303",[NULL],[NULL],2020-05-20 02:07:11,2020-05-20 02:07:11,[NULL],[NULL],[NULL],held,authorization,-13.7300,"578,074,329","367,393,653",446ed5a2-3bbc-11ea-84f6-0242ac120002,refund
"315,523,819","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,619,875",[NULL],[NULL],2020-05-20 02:02:51,2020-05-20 02:02:51,[NULL],[NULL],[NULL],settled,issuance,18.3600,"120,323,083","88,733,015",c80bb5ac-a91e-11e2-bae3-0025909556d8,refund
"315,529,453","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,621,059",[NULL],[NULL],2020-05-20 04:02:51,2020-05-20 04:02:51,[NULL],[NULL],[NULL],settled,issuance,55.2000,"139,504,202","67,129,453",2c10b1ea-afb5-11e3-ab8b-00259060b5be,refund
"315,531,609","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,619,369",[NULL],[NULL],2020-05-20 04:58:54,2020-05-20 04:58:54,[NULL],[NULL],[NULL],held,reverse_authorization,42.0200,"147,919,366","73,744,917",14ac8930-3e7a-11e4-b441-0025909235ac,refund
"315,524,265","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,619,947",[NULL],[NULL],2020-05-20 02:13:36,2020-05-20 02:13:36,[NULL],[NULL],[NULL],held,authorization,-17.0500,"156,570,734","79,245,474",c76f25f6-b403-11e4-94a4-00259096a2fc,refund
"315,530,105","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","100,940,961",[NULL],[NULL],2020-05-20 04:18:44,2020-05-20 04:18:44,[NULL],[NULL],[NULL],held,authorization,-3.1000,"205,448,617","126,855,283",688a00a0-97dd-11e6-aca8-002590980798,refund
"315,520,475","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,571,219",[NULL],[NULL],2020-05-20 01:05:14,2020-05-20 01:05:14,[NULL],[NULL],[NULL],settled,capture,-1.6900,"112,790,197","48,879,980",020b5b8a-3693-11e2-9d97-0025906704a2,refund
"315,530,709","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,620,331",[NULL],[NULL],2020-05-20 04:31:42,2020-05-20 04:31:42,[NULL],[NULL],[NULL],held,reverse_authorization,20.2600,"92,225,189","38,426,975",4f59a80e-f860-11e1-a385-00259060b244,refund
"315,528,505","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,620,931",[NULL],[NULL],2020-05-20 03:48:59,2020-05-20 03:48:59,[NULL],[NULL],[NULL],settled,issuance,4.0400,"480,485,591","288,455,539",7720d710-d31e-11e7-9ab3-5254d203b69c,refund
"315,523,537","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,619,805",[NULL],[NULL],2020-05-20 01:58:45,2020-05-20 01:58:45,[NULL],[NULL],[NULL],settled,issuance,15.0000,"534,675,759","329,575,435",082ae6d4-04a0-11e9-b9c8-0242ac110002,external_gift_card
"315,531,575","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,620,127",[NULL],[NULL],2020-05-20 04:58:02,2020-05-20 04:58:02,[NULL],[NULL],[NULL],held,reverse_authorization,21.4400,"75,136,622","32,941,169",56d20494-26d9-11e2-8757-00259069d5fe,exchange
"315,520,229","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,592,681",[NULL],[NULL],2020-05-20 01:03:16,2020-05-20 01:03:16,[NULL],[NULL],[NULL],held,authorization,-10.0000,"116,489,934","71,677,856",7c489216-7976-11e2-a545-00259096a320,cs
"315,520,675","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,578,405",[NULL],[NULL],2020-05-20 01:06:42,2020-05-20 01:06:42,[NULL],[NULL],[NULL],settled,capture,-14.3100,"24,897,899","11,714,224",3aff1eb0-2408-11e2-86db-00259069d5fe,external_gift_card
"315,517,423","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,618,591",[NULL],[NULL],2020-05-20 00:08:20,2020-05-20 00:08:20,[NULL],[NULL],[NULL],settled,issuance,21.0000,"118,765,610","79,695,595",8a4d3644-92b4-11e2-89c8-0025906127a2,refund
"315,525,865","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,557,217",[NULL],[NULL],2020-05-20 02:45:42,2020-05-20 02:45:42,[NULL],[NULL],[NULL],held,authorization,-88.6000,"132,328,468","61,623,892",5f97cd7e-4cbd-11e3-a9e5-0025909556d8,exchange
"315,517,665","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,507,827",[NULL],[NULL],2020-05-20 00:11:49,2020-05-20 00:11:49,[NULL],[NULL],[NULL],held,authorization,-9.0000,"413,665","414,834",3eefeabe-f770-11e1-b6fb-0025906124fe,refund
"315,528,227","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,613,833",[NULL],[NULL],2020-05-20 03:41:01,2020-05-20 03:41:01,[NULL],[NULL],[NULL],held,authorization,-13.9300,"109,505,008","46,481,799",927dba34-0284-11e2-a665-00259060adac,refund
"315,517,131","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,618,477",[NULL],[NULL],2020-05-20 00:01:56,2020-05-20 00:01:56,[NULL],[NULL],[NULL],settled,issuance,32.4000,"85,101,672","35,905,435",4a4c729c-278b-11e2-b88f-00259069d5fe,exchange
"315,525,333","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,607,779",[NULL],[NULL],2020-05-20 02:32:32,2020-05-20 02:32:32,[NULL],[NULL],[NULL],held,authorization,-3.2400,"160,738,329","81,737,143",b018f680-f0cf-11e4-8820-002590980798,refund
"315,521,991","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,619,455",[NULL],[NULL],2020-05-20 01:28:29,2020-05-20 01:28:29,[NULL],[NULL],[NULL],settled,issuance,8.5100,"119,152,875","53,180,916",4229f460-970a-11e2-a59d-002590612862,exchange
"315,527,779","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520",[NULL],[NULL],[NULL],2020-05-20 03:32:22,2020-05-20 03:32:22,[NULL],[NULL],[NULL],settled,issuance,56.2500,"11,347,594","5,993,284",5959face-23d6-11e2-86db-00259069d5fe,refund
"315,519,705","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,093,107",[NULL],[NULL],2020-05-20 00:52:14,2020-05-20 00:52:14,[NULL],[NULL],[NULL],held,reverse_authorization,15.9300,"5,974,683","2,287,505",d27ebbfa-eaca-11e1-a20e-00259060b35c,refund
"315,521,705","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,590,371",[NULL],[NULL],2020-05-20 01:20:44,2020-05-20 01:20:44,[NULL],[NULL],[NULL],held,reverse_authorization,92.2200,"164,637,119","84,108,092",d8d67f70-2685-11e5-ad24-002590980646,refund
"315,522,597","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","100,103,337",[NULL],[NULL],2020-05-20 01:40:17,2020-05-20 01:40:17,[NULL],[NULL],[NULL],held,reverse_authorization,0.3300,"25,099,457","11,831,732",072cf9d0-2409-11e2-86db-00259069d5fe,refund
"315,524,963","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,506,521",[NULL],[NULL],2020-05-20 02:28:10,2020-05-20 02:28:10,[NULL],[NULL],[NULL],held,authorization,-16.5300,"186,820,777","106,093,883",7f9275e0-1cfc-11e6-accc-002590980798,refund
"315,525,579","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,001,469",[NULL],[NULL],2020-05-20 02:38:18,2020-05-20 02:38:18,[NULL],[NULL],[NULL],held,reverse_authorization,24.0000,"66,752,240","29,986,518",f71a53f0-2627-11e2-8267-00259069d5fe,refund
"315,527,047","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,589,695",[NULL],[NULL],2020-05-20 03:11:15,2020-05-20 03:11:15,[NULL],[NULL],[NULL],held,reverse_authorization,4.6300,"50,005,299","23,301,462",25a843e4-24ca-11e2-8854-00259069d5fe,refund
"315,526,961","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","100,983,305",[NULL],[NULL],2020-05-20 03:10:56,2020-05-20 03:10:56,[NULL],[NULL],[NULL],held,reverse_authorization,15.9800,"67,615,928","30,245,142",fa4a1920-1d21-11e2-84f4-0025906047f4,refund
"315,526,877","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,360,703",[NULL],[NULL],2020-05-20 03:10:24,2020-05-20 03:10:24,[NULL],[NULL],[NULL],held,reverse_authorization,69.3700,"68,720,555","30,679,640",ef94a108-f783-11e1-815b-00259060ae36,refund
"315,526,395","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520",[NULL],[NULL],[NULL],2020-05-20 02:59:20,2020-05-20 02:59:20,[NULL],[NULL],[NULL],settled,issuance,1.4000,"580,523,899","369,465,165",0a4a78ee-4842-11ea-bafa-0242ac120002,cs
"315,530,185","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,621,185",[NULL],[NULL],2020-05-20 04:19:49,2020-05-20 04:19:49,[NULL],[NULL],[NULL],held,reverse_authorization,25.4000,"560,134,981","350,608,199",885c2590-d6f3-11e9-98aa-0242ac120002,refund
"315,520,193","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,594,133",[NULL],[NULL],2020-05-20 01:01:51,2020-05-20 01:01:51,[NULL],[NULL],[NULL],settled,capture,-25.0000,"190,385,147","153,941,653",7263c9c0-4081-11e6-a0aa-002590980646,external_gift_card
"315,529,249","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,069,263",[NULL],[NULL],2020-05-20 03:57:33,2020-05-20 03:57:33,[NULL],[NULL],[NULL],held,reverse_authorization,12.6200,"5,796,230","2,131,984",f8392482-01c4-11e2-9d28-0025906127f8,exchange
"315,530,921","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,490,501",[NULL],[NULL],2020-05-20 04:40:11,2020-05-20 04:40:11,[NULL],[NULL],[NULL],held,reverse_authorization,10.9800,"104,905,006","43,867,201",546ccdd4-289a-11e2-8ce8-00259069d5fe,refund
"315,518,193","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,098,553",[NULL],[NULL],2020-05-20 00:23:30,2020-05-20 00:23:30,[NULL],[NULL],[NULL],held,authorization,-13.6400,"85,990,266","38,998,699",faed962e-264d-11e2-bdd0-00259060b5e2,refund
"315,530,309","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,620,973",[NULL],[NULL],2020-05-20 04:23:07,2020-05-20 04:23:07,[NULL],[NULL],[NULL],held,authorization,-31.6600,"160,921,917","81,844,282",7e6bd8f0-f35e-11e4-806d-002590980642,refund
"315,526,791","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,120,721",[NULL],[NULL],2020-05-20 03:08:51,2020-05-20 03:08:51,[NULL],[NULL],[NULL],held,authorization,-8.9900,"143,835,243","70,593,118",6fc05abc-f8b7-11e3-ae3b-00259060adac,refund
"315,522,521","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,609,349",[NULL],[NULL],2020-05-20 01:39:49,2020-05-20 01:39:49,[NULL],[NULL],[NULL],held,authorization,-52.0000,"133,188,836","62,212,383",b15004e6-564b-11e3-aae8-00259060adac,refund
"315,528,097","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,620,865",[NULL],[NULL],2020-05-20 03:39:59,2020-05-20 03:39:59,[NULL],[NULL],[NULL],settled,issuance,25.4900,"89,577,132","106,755,897",7bd9119e-27d6-11e2-8348-00259069d5fe,refund
"315,527,445","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","100,801,271",[NULL],[NULL],2020-05-20 03:21:01,2020-05-20 03:21:01,[NULL],[NULL],[NULL],settled,capture,-33.0100,"55,106,275","25,742,891",9b515fc0-ecaf-11e1-a55c-00259060b244,refund
"315,519,421","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,619,041",[NULL],[NULL],2020-05-20 00:49:49,2020-05-20 00:49:49,[NULL],[NULL],[NULL],settled,issuance,32.4000,"482,852,651","290,449,109",5961dd20-e118-11e7-8f0e-5254d89bab81,refund
"315,523,987","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,619,929",[NULL],[NULL],2020-05-20 02:07:10,2020-05-20 02:07:10,[NULL],[NULL],[NULL],held,authorization,-40.0000,"105,041,857","43,938,717",18b4c17e-289b-11e2-8ce8-00259069d5fe,external_gift_card
"315,529,197","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","100,905,639",[NULL],[NULL],2020-05-20 03:56:10,2020-05-20 03:56:10,[NULL],[NULL],[NULL],held,reverse_authorization,31.2000,"135,693,589","73,078,493",da8cc7ac-7a3d-11e3-a17c-002590c1299a,refund
"315,526,273","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520",[NULL],[NULL],[NULL],2020-05-20 02:56:17,2020-05-20 02:56:17,[NULL],[NULL],[NULL],settled,issuance,5.0000,"160,285,166","81,479,214",baf693a0-eacb-11e4-93a0-002590980798,exchange
"315,529,279","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,385,135",[NULL],[NULL],2020-05-20 03:59:12,2020-05-20 03:59:12,[NULL],[NULL],[NULL],held,authorization,-32.6100,"81,567,372","38,173,170",ee701bbc-eaeb-11e1-907f-00259060ae08,refund
"315,530,013","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,621,169",[NULL],[NULL],2020-05-20 04:16:09,2020-05-20 04:16:09,[NULL],[NULL],[NULL],held,authorization,-132.0000,"4,611,969","3,437,950",de0c2dca-0b33-11e2-9722-00259061289e,external_gift_card
"315,530,913","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","100,771,183",[NULL],[NULL],2020-05-20 04:40:04,2020-05-20 04:40:04,[NULL],[NULL],[NULL],settled,capture,-160.2900,"135,102,851","65,724,479",f678551a-7350-11e3-9475-00259060b5a8,refund
"315,521,581","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,619,027",[NULL],[NULL],2020-05-20 01:19:01,2020-05-20 01:19:01,[NULL],[NULL],[NULL],settled,capture,-6.9900,"62,166,038","90,078,327",e7f6855c-25f4-11e2-9703-00259069d5fe,refund
"315,525,373","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,238,909",[NULL],[NULL],2020-05-20 02:33:05,2020-05-20 02:33:05,[NULL],[NULL],[NULL],held,reverse_authorization,11.1500,"34,595,184","16,290,305",c59d22f6-246c-11e2-82c2-00259069d5fe,refund
"315,521,949","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,619,427",[NULL],[NULL],2020-05-20 01:27:50,2020-05-20 01:27:50,[NULL],[NULL],[NULL],settled,capture,-55.2000,"26,450,471","12,510,976",773c982c-03e6-11e2-bf7a-0025906125b0,external_gift_card
"315,528,631","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","100,919,265",[NULL],[NULL],2020-05-20 03:50:36,2020-05-20 03:50:36,[NULL],[NULL],[NULL],settled,capture,-13.9900,"113,920,447","49,655,884",7420f702-4b2e-11e2-94a2-00259098062c,refund
"315,531,525","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","100,365,131",[NULL],[NULL],2020-05-20 04:56:23,2020-05-20 04:56:23,[NULL],[NULL],[NULL],held,reverse_authorization,4.5100,"48,973,733","22,914,960",de23977a-24c5-11e2-8854-00259069d5fe,exchange
"315,526,149","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,210,841",[NULL],[NULL],2020-05-20 02:53:23,2020-05-20 02:53:23,[NULL],[NULL],[NULL],held,authorization,-6.9800,"590,352,175","378,268,927",7e14eae2-873b-11ea-bd45-0242ac120002,refund
"315,529,127","20,200,520",2020-05-21 03:48:23,2020-05-21 03:48:23,"20,200,520","101,336,033",[NULL],[NULL],2020-05-20 03:55:07,2020-05-20 03:55:07,[NULL],[NULL],[NULL],held,authorization,-1.0100,"49,872,920","23,232,100",9901b20e-24c9-11e2-8854-00259069d5fe,exchange
"315,521,571","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,607,011",[NULL],[NULL],2020-05-20 01:18:47,2020-05-20 01:18:47,[NULL],[NULL],[NULL],held,reverse_authorization,25.5000,"222,710,195","146,257,199",1f05b7e0-d85f-11e6-9fac-002590980642,refund
"315,521,823","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,614,333",[NULL],[NULL],2020-05-20 01:24:12,2020-05-20 01:24:12,[NULL],[NULL],[NULL],held,authorization,-5.0000,"9,426,826","4,933,818",53b3e084-ee08-11e1-8f90-00259060b070,cs
"315,525,455","20,200,520",2020-05-20 04:03:50,2020-05-21 03:48:19,"20,200,520","101,620,271",[NULL],[NULL],2020-05-20 02:35:03,2020-05-20 02:35:03,[NULL],[NULL],[NULL],settled,issuance,25.0000,"131,769,984","61,182,943",8681c6fa-4714-11e3-b5d8-002590922f00,external_gift_card
